,Pret_Raw,Full_Description,Suprafata_Utila,Nr_Camere,An_Constructie,Zona
1629,146 284 €,"1 |  /  | 13 | 146 284 € | 2120 €/m² | Apartament 3 camere| 81.45 mp | Galata | 146.284 euro TVA inclus | Com | Nicolina 1, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 69 m² | Etaj | 5 etajul | Vezi descrierea anunțului | Apartamentul este disponibil la etajul 5 &icirc;ntr-un bloc finalizat, ce se va preda &icirc;n februarie 2026.Are o suprafa&#539;&#259; de 81.45 mp, fiind eficient compartimentat: -    Living: 20.27 m... | ATLAS REALTY SRL | Agenție imobiliară",81.45,3.0,2026.0,Nicolina 1
1630,80 286 €,"1 |  /  | 13 | 80 286 € | 2113 €/m² | Apartament 1 camera | 43.61 mp | Galata | 80.286 euro TVA inclus | Nicolina 1, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 38 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Apartamentul este disponibil la parter &#537;i etajul 1 5 &icirc;ntr-un bloc finalizat, ce se va preda &icirc;n februarie 2026.Are o suprafa&#539;&#259; de 43.61 mp, fiind eficient compartimentat: -  ... | ATLAS REALTY SRL | Agenție imobiliară",43.61,1.0,2026.0,Nicolina 1
1638,122 000 €,"1 |  /  | 13 | 122 000 € | 2392 €/m² | Apartament 2 camere Podu Ros, etaj intermediar! Investitia IDEALA | Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 51 m² | Etaj | 3 etajul | Vezi descrierea anunțului | COD OFERTA; CP6566Agentia Casa Prima va propune spre vanzare un apartament de 2 camere decomandat cu o suprafata de 51mp in zona Podu Ros, la etajul 3/10 intr-un bloc construit in 1975.Apartamentul di... | Agentia CASA PRIMA | Agenție imobiliară",51.0,2.0,1975.0,Podu Ros
1644,95 000 €,"1 |  /  | 9 | 95 000 € | 1583 €/m² | Apartament 3 camere Podu Ros, SD, etaj 1/4, zona Garii Nicolina | Podu Ros, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 60 m² | Etaj | 1 etajul | Vezi descrierea anunțului | COD OFERTA; CP6569Agentia Casa Prima va propune spre vanzare un apartament de 3 camere cu o suprafata de 60mp in Podu Ros-Gara Nicolina la etajul 1/4 intr-un bloc construit in anul 1964.Apartamentul d... | Agentia CASA PRIMA | Agenție imobiliară",60.0,3.0,1964.0,Podu Ros
1645,77 500 €,"1 |  /  | 7 | 77 500 € | 1649 €/m² | Apartament 2 camere PODU ROS, renovat complet, mutare imediata | Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 47 m² | Etaj | 4 etajul | Vezi descrierea anunțului | COD OFERTA; CP6592Agentia Casa Prima va propune spre vanzare un apartament de 2 camere semidecomandat cu o suprafata de 47mp in zona Podu Ros, la etajul 4/4 intr-un bloc construit in 1963.Apartamentul... | Agentia CASA PRIMA | Agenție imobiliară",47.0,2.0,1963.0,Podu Ros
1648,55 000 €,"1 |  /  | 7 | 55 000 € | 2500 €/m² | GARSONIERA - ETAJ INTERMEDIAR - PACURARI | Pacurari, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 22 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Garsonier&#259; de v&acirc;nzare &icirc;n zona P&#259;curari, situat&#259; la etajul 3 din 10, &icirc;ntr-un bloc solid construit &icirc;n anul 1977. Suprafa&#539;a total&#259; este de 22 mp, ideal&#2... | IDEAL HOME | Agenție imobiliară",22.0,1.0,1977.0,Pacurari
1649,159 000 €,"1 |  /  | 11 | 159 000 € | 1828 €/m² | Apartament 4 camere decomandat, etaj 2, CUG-BRD, mobilat si utilat | CUG, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 87 m² | Etaj | 2 etajul | Vezi descrierea anunțului | COD OFERTA; CP6590Agentia Imobiliara Casa Prima va propune spre vanzare un apartament de 4 camere cu o suprafata de 87mp situat in CUG la etajul 2/4 intr-un bloc cu 4 etaje construit din 1987.Apartame... | Agentia CASA PRIMA | Agenție imobiliară",87.0,4.0,1987.0,CUG
1651,115 000 €,"1 |  /  | 10 | 115 000 € | 1716 €/m² | Apartament 3 camere DECOMANDAT, CUG-mutare imediata | CUG, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 67 m² | Etaj | 4 etajul | Vezi descrierea anunțului | COD OFERTA; CP6611Agentia CASA PRIMA va propune spre vanzare un apartament cu 3 camere, decomandat, cu suprafata de 67mp, situat in zona CUG la etajul 4/4 al unui bloc construit in anul 1986.Apartamen... | Agentia CASA PRIMA | Agenție imobiliară",67.0,3.0,1986.0,CUG
1652,165 000 €,"1 |  /  | 7 | 165 000 € | 2012 €/m² | Apartament 3 camere, et 1, geam la baie, Alexandru - Zimbru, bloc 1989 | Dacia, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 82 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Apartament 3 camere, 82 mp, etaj 1, geam baie - 165.000 euroFotografii REALE! 0746 |758| 458Agentia Casa Prima va propune spre vanzare un apartament cu 3 camere, situat la etajul 1, intr-un bloc din z... | Agentia CASA PRIMA | Agenție imobiliară",82.0,3.0,2012.0,Dacia
1655,85 000 €,"1 |  /  | 10 | 85 000 € | 1700 €/m² | Apartament 2 camere de renovat în Iaș (Podu Ros) | Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 50 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Apartament 2 camere semidecomandat de vânzare în Iași – etaj 3, 47 mp, bloc 1963, necesită renovare completăIașiChirie oferă spre vânzare un apartament cu 2 camere semidecomandat, situat în Iași, la e... | Iasi Chirie | Agenție imobiliară",50.0,2.0,1963.0,Podu Ros
1659,117 000 €,"1 |  /  | 10 | 117 000 € | 1983 €/m² | Apartament 2 camere decomandat – Nicolina - an 1984 ! | Nicolina 2, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 59 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Vă propunem spre vânzare un apartament cu 2 camere, decomandat, cu o suprafață generoasă de 59 mp, situat în zona Nicolina – Belvedere, una dintre cele mai căutate și bine conectate zone ale orașului.... | Stil Imobil | Agenție imobiliară",59.0,2.0,1983.0,Nicolina 2
1662,110 000 €,"1 |  /  | 16 | 110 000 € | 1960 €/m² | Apartament 2 camere Copou, intabulat, bloc nou | Carol I, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 56.11 m² | Etaj | 5 etajul | Vezi descrierea anunțului | Apartament 2 camere, intabulat, in Copou, Iasi
Situat pe Aleea Sadoveanu, in apropiere de Mega Image si Hotel Grand View

Privilege Residence, cel mai nou complex rezidential din zona Copou, propune s... | Imo Hub | Agenție imobiliară",56.11,2.0,1960.0,Carol I
1664,239 999 €,"1 |  /  | 9 | 239 999 € | 3000 €/m² | Apartament 3 camere bloc nou 2021, Rond - Podu Ros | Podu Ros, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 80 m² | Etaj | 1 etajul | Vezi descrierea anunțului | COD OFERTA; CP6606Agentia CASA PRIMA va propune spre vanzare un apartament cu 3 camere compartimentat open space cu o suprafata de 80 mp in zona Podu Ros-Rond la etajul 1 intr-un bloc cu 6 etaje const... | Agentia CASA PRIMA | Agenție imobiliară",80.0,3.0,2021.0,Podu Ros
1665,165 000 €,"1 |  /  | 9 | 165 000 € | 2012 €/m² | Apartament 3 camere / 82 mp / Etaj 1 / Bloc 1989 / Zimbru Tigarete | Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 82 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Apartament 3 camere / 82 mp / Etaj 1 / Bloc 1989 / Zimbru Tigarete
Pret - 165.000 euro
Persoana Fizica !!!

-	Apartament 3 camere / Semidecomandat / Zimbru Tigarete
-	Suprafata utila 74 mp + 3 balcoan... | Agenție imobiliară",82.0,3.0,2012.0,Centru
1666,148 000 €,"1 |  /  | 14 | 148 000 € | 1973 €/m² | Tatarasi Green Park, apartament 3 camere, confort I, 75 mp,  de vanzar | Tatarasi Sud, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 75 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 3 camere confort I sporit, situat in zona Tatarasi Green Park, disponibil pe etajul 2, cu o suprafata de 75 mp.Apartamentul este mobilat si utilat complet, fo... | IMPERIA IMOBILIARE | Agenție imobiliară",75.0,3.0,1973.0,Tatarasi Sud
1669,de la 1481 €/m²,"În acest proiect vei găsi anunțuri potrivite criteriilor tale | În construcție | ... | 1 |  /  | 21 | Comat Towers | Complex Rezidențial Premium, marca SUN RESIDENCE | Strada Sergent Grigore Ioan, Dacia, Iasi, Iasi | de la 1481 €/m²  | Prețul pe metru pătrat | 37-96 m² | Vezi descrierea anunțului | Comat Towers este un proiect rezidențial ambițios realizat sub marca SUN RESIDENCE, ce va răspunde celor mai înalte criterii și obiective imobiliare.Amplasat la limita dintre cartierul Dacia și cartie... | Reactualizat | Comat Towers | Dezvoltator | Apartament 3 Camere | 83 mp | Comat Towers | Pacurari | Dacia | 137 900 € | 1661 €/m² | Numărul de camere | 3 camere | Prețul pe metru pătrat | 83 m² | Apartament 2 Camere | TIP 5 | 58mp | Complex Comat Towers | 90 900 € | 1567 €/m² | Numărul de camere | 2 camere | Prețul pe metru pătrat | 58 m² | Apartament 2 Camere | TIP 1 | 58mp | Complex Comat Towers | 85 900 € | 1481 €/m² | Numărul de camere | 2 camere | Prețul pe metru pătrat | 58 m² | Apartament 2 Camere | TIP 3 | 58mp | Complex Comat Towers | 115 900 € | 1998 €/m² | Numărul de camere | 2 camere | Prețul pe metru pătrat | 58 m² | Mai sunt anunțuri în acest proiect | Descoperă toate anunțurile",96.0,3.0,1998.0,Strada Sergent Grigore Ioan
1670,140 000 €,"1 |  /  | 10 | 140 000 € | 2806 €/m² | Centru - Cuza Voda - Maternitate, 3 camere disponibil imediat | Strada Cuza Voda, Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 49.9 m² | Etaj | 2 etajul | Vezi descrierea anunțului | casa-alba.ro - din 2001
Impartim bucuria de a fi acasa!

Agentia Imobiliara Casa Alba va prezinta spre vanzare un apartament cu 3 camere decomandat, situat intr-un imobil din zona centrala - Cuza V... | Agentia Imobiliara Casa Alba | Agenție imobiliară",49.9,3.0,2001.0,Strada Cuza Voda
1673,84 500 €,"1 |  /  | 9 | 84 500 € | 2561 €/m² | Apartament de vanzare, 2 camere, etaj 2, Bucium, Iasi | Zona Industriala, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 33 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Evo Imobiliare propune spre vanzare &ndash; Apartament cu 2 camere open-space, etaj 2 5, mobilat si utilat, loc parcare inclus &ndash; zona 2020, bloc nou cu liftEvo Imobiliare va propune spre vanzare... | Evo Imobiliare | Agenție imobiliară",33.0,2.0,2020.0,Apartament de vanzare
1675,52 500 €,"1 |  /  | 8 | 52 500 € | 2019 €/m² | Apartament 1 camera-Decomandat-Podu Ros | Tesatura, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 26 m² | Etaj | 5 etajul | Vezi descrierea anunțului | Vă propun spre vânzare un apartament cu 1 cameră, decomandat, cu suprafața de 26 mp utili, situat la etajul 5 din 9, într-un bloc cu două lifturi, încadrat în risc seismic grad 3, amplasat în zona Pod... | Destine Imobiliare | Agenție imobiliară",26.0,1.0,2019.0,Tesatura
1679,89 900 €,"1 |  /  | 17 | 89 900 € | 1835 €/m² | Apartament de vanzare, 3 camere, etaj 1, Bularga, Iasi | Copou, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 49 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Apartament 3 camere semidecomandat de vanzare &ndash; Etaj 1, bloc 1978, fara risc seismic &ndash; Zona Bularga | Evo ImobiliareEvo Imobiliare propune spre vanzare un apartament cu 3 camere semidecoma... | Evo Imobiliare | Agenție imobiliară",49.0,3.0,1978.0,Apartament de vanzare
1684,115 000 €,"115 000 € | 1716 €/m² | Apartament 3 camere DECOMANDAT, CUG-mutare imediata | CUG, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 67 m² | Etaj | 4 etajul | Vezi descrierea anunțului | COD OFERTA; CP6611Agentia CASA PRIMA va propune spre vanzare un apartament cu 3 camere, decomandat, cu suprafata de 67mp, situat in zona CUG la etajul 4/4 al unui bloc construit in anul 1986.Apartamen... | Agentia CASA PRIMA | Agenție imobiliară",67.0,3.0,1986.0,CUG
1687,240 000 €,"1 |  /  | 8 | 240 000 € | 4000 €/m² | Apartament 3 camere, bloc 2019, 60mp, etaj 1, Podu Roș, 240.000€ | Podu Ros, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 60 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Preț: 240.000 €
Suprafață utilă: 60 mp + 20 mp balcon
Etaj: 1 / Bloc nou (finalizat în 2019)

 Localizare excelentă:
Apartamentul este situat în zona Podu Roș, la doar câteva minute de mers pe jo... | Stil Imobil | Agenție imobiliară",60.0,3.0,2019.0,Podu Ros
1692,163 000 €,"1 |  /  | 11 | 163 000 € | 1630 €/m² | Apartament 4 camere, 2 bai, 100 mp, etaj 7/10, Nicolina - Rond Vechi | Nicolina 1, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 100 m² | Etaj | 7 etajul | Vezi descrierea anunțului | Apartament 4 camere, 2 bai, 100 mp, DECOMANDAT, aflat la etajul 7/10 ( cu lift nou ), intr-un bloc din anul 1988 din zona NICOLINA - Rond Vechi, la bulevardApartamentul are o suprafata generoasa de ap... | Greenland Imobiliare | Agenție imobiliară",100.0,4.0,1988.0,Nicolina 1
1696,96 900 €,"1 |  /  | 10 | 96 900 € | 1794 €/m² | Apartament 2 camere, Podu Ros - Renovat - liber | Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 54 m² | Etaj | 8 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 2 camere modelul semidecomandat, cu suprafata de 54mp, situat in Podu Ros intr-un bloc construit in anul 1971, la etajul 8 din 10 cu lift nou schimbat.Apartam... | Top Imobil | Agenție imobiliară",54.0,2.0,1971.0,Podu Ros
1700,95 000 €,"1 |  /  | 13 | 95 000 € | 1638 €/m² | Apartament 3 camere, model SD – 58 mp, etaj 1 – Bvd Nicolae Iorga | Podu Ros, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 58 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Vă propunem spre vânzare un apartament cu 3 camere, model decomandat parțial (SD), cu o suprafață totală de 58 mp, situat la etajul 1 al unui bloc construit în anul 1964.

Apartamentul este mobilat ... | Stil Imobil | Agenție imobiliară",58.0,3.0,1964.0,Podu Ros
1704,93 000 €,"1 |  /  | 9 | 93 000 € | 2022 €/m² | 2 camere decomandat, bloc din 1982, complet mobilat zona Galata | Galata, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 46 m² | Etaj | 4 etajul | Vezi descrierea anunțului | 2 camere decomandat, bloc din 1982,complet mobilat zona GalataTop Imobil va propune spre vanzare apartamentul cu 2 camere de comandat,  situat intr-un bloc din &#39;82, la etajul 4 din 4 cu acoperis, ... | Top Imobil | Agenție imobiliară",46.0,2.0,2022.0,Galata
1705,76 500 €,"1 |  /  | 16 | 76 500 € | 2013 €/m² | Apartament 1 camera NICOLINA | Nicolina 1, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 38 m² | Etaj | parter | Vezi descrierea anunțului | Spatiu Comercial   Apartament de Vanzare &ndash; 38 mp, Nicolina &ndash; Pret 76.500 euroPalace Imobiliare va propune spre vanzare un apartament (spatiu comercial) situat in zona Nicolina, intr-un imo... | Palace Imobiliare | Agenție imobiliară",38.0,1.0,2013.0,Nicolina 1
1714,52 500 €,"1 |  /  | 8 | 52 500 € | 2019 €/m² | Garsoniera de vanzare in zona Podu Ros - Piata Nicolina | Nicolina 2, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 26 m² | Etaj | 5 etajul | Vezi descrierea anunțului | Va propunem spre vânzare o garsoniera, situata la etajul 5 în cadrul unui bloc de 10 niveluri, construit in anii 1964, din zona Podu Ros - Piata Nicolina,  blocul dispune de 2 lifturi.
Garsoniera inc... | Atipic Imobiliare | Agenție imobiliară",26.0,1.0,2019.0,Nicolina 2
1715,87 000 €,"1 |  /  | 7 | 87 000 € | 2005 €/m² | Apartament 2 camere-Decomandat- zona Podu Ros | Nicolina 2, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 43.4 m² | Etaj | 9 etajul | Vezi descrierea anunțului | Va propunem spre vânzare un apartament cu 2 camere decomandat, cu două balcoane și vedere superbă, situat la etaj intermediar (9/10), cu o suprafață utilă totală de 51,6 mp. Proprietatea se află într-... | Destine Imobiliare | Agenție imobiliară",43.4,2.0,2005.0,Nicolina 2
1718,170 000 €,"1 |  /  | 17 | 170 000 € | 2537 €/m² | Ultracentral - bd. Independentei, 3 camere spatios, disponibil imediat | Bulevardul Independentei, Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 67 m² | Etaj | 6 etajul | Vezi descrierea anunțului | casa-alba.ro - din 2001
Impartim bucuria de a fi acasa!

Agentia Imobiliara Casa Alba va prezinta spre vanzare un apartament cu 3 camere, model decomandat, situat ultracentral - Bd. Independentei, ... | Reactualizat | Agentia Imobiliara Casa Alba | Agenție imobiliară",67.0,3.0,2001.0,Bulevardul Independentei
1726,170 710 €,"În acest proiect vei găsi anunțuri potrivite criteriilor tale | finalizat | ... | 1 |  /  | 18 | Serenis Apartments Pacurari - Iasi | Strada Nicolae Oblu, Pacurari, Iasi, Iasi | Cere prețul | Prețul pe metru pătrat | 39.7-87.2 m² | Vezi descrierea anunțului | Într-un colț liniștit din zona Păcurari, Iași, te așteaptă Serenis Apartments, un bloc nou, modern și elegant, construit cu atenție pentru fiecare detaliu.Imaginează-ți cum dimineața începe într-un ap... | Reactualizat | Serenis Apartments | Dezvoltator | Intabulat! Ap 3 camere+parcare+boxa, 87 mp,Pacurari | 170 710 € | 1962 €/m² | Numărul de camere | 3 camere | Prețul pe metru pătrat | 87 m² | Intabulat! Ap 2 camere+parcare+boxa, 66.4 mp,Pacurari | 133 127 € | 2005 €/m² | Numărul de camere | 2 camere | Prețul pe metru pătrat | 66.4 m² | Intabulat! Ap 2 camere+parcare+boxa, 66.8 mp,Pacurari | 133 950 € | 2005 €/m² | Numărul de camere | 2 camere | Prețul pe metru pătrat | 66.8 m² | Intabulat! Ap 2 camere+parcare+boxa, 58.7 mp,Pacurari | 122 605 € | 2089 €/m² | Numărul de camere | 2 camere | Prețul pe metru pătrat | 58.7 m² | Pagina 1 din 3 | Mai sunt anunțuri în acest proiect | Descoperă toate anunțurile",87.2,3.0,1962.0,Strada Nicolae Oblu
1728,87 000 €,"1 |  /  | 17 | 87 000 € | 1776 €/m² | Apartament 2 Camere Decomandat - Bloc 1982 - Tatarasi - 2 Baieti | Tatarasi Sud, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 49 m² | Etaj | parter | Vezi descrierea anunțului | Agentia Top Imobil va propune spre vanzare un apartament cu 2 camere, model Decomandat cu suprafata utila de 49mp.Proprietatea este situata la Parter intr-un bloc cu 4 etaje construit in anul 1982 din... | Top Imobil | Agenție imobiliară",49.0,2.0,1982.0,Tatarasi Sud
1731,170 000 €,"1 |  /  | 17 | 170 000 € | 2537 €/m² | bd. Independentei, 3 camere spatios, disponibil imediat, OPORTUNITATE | Bulevardul Independentei, Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 67 m² | Etaj | 6 etajul | Vezi descrierea anunțului | casa-alba.ro - din 2001
Impartim bucuria de a fi acasa!

Agentia Imobiliara Casa Alba va prezinta spre vanzare un apartament cu 3 camere, model decomandat, situat ultracentral - Bd. Independentei, ... | Agentia Imobiliara Casa Alba | Agenție imobiliară",67.0,3.0,2001.0,Bulevardul Independentei
